% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
0	0.25	2	1	1	0	3	27	3	27	0.00224524	0.00130729	0.000735713	0.003	9	5.19615	3	12	
0	0.25	1	1	1	1	6	71	3	23	0.001	0.00173205	0	0.003	7.66667	9.81495	2	19	
0.25	0.5	2	1	1	3	986	13106098	984	13089278	0.000851874	7.15102e-05	0.000842855	0.00234286	13302.1	1479.15	727	25221	
0.5	0.75	2	1	1	3	965	13197806	979	13353386	0.000895908	0.000137997	0	0.00234286	13639.8	3143.58	361	25221	
0.75	1	2	1	2	1	7	173	3	59	0.000304761	0.000527862	0	0.000914283	19.6667	30.5996	2	55	
0.75	1	2	1	2	3	970	13690732	978	13763413	0.000890032	0.000135064	0	0.00259286	14073	3569.72	727	25221	
1	1.25	2	1	2	3	979	13197795	988	13198005	0.000894485	0.000106858	0	0.00093214	13358.3	8898.96	684	25221	
1.25	1.5	2	1	3	1	8	228	4	114	0.00046607	0.000538171	0	0.00093214	28.5	30.5996	2	55	
1.25	1.5	2	1	3	3	968	15025470	975	15077621	0.000901239	0.000151011	0	0.00234286	15464.2	5265.39	727	25221	
1.5	1.75	2	1	3	3	974	13197816	984	13302374	0.000906109	0.000133246	0	0.00259286	13518.7	5708.71	8040	25221	
1.75	2	2	1	3	3	961	12638924	979	12823427	0.000876683	0.000131489	0	0.00162857	13098.5	1974.86	1415	25221	
2	2.25	2	1	3	3	947	13756629	959	13814356	0.000879619	0.000124649	0	0.00118214	14405	3313.64	361	25221	
2.25	2.5	2	1	3	3	629	12300902	892	15841654	0.000658294	0.000425853	0	0.00118214	17759.7	4765.71	1282	25221	
2.5	2.75	2	1	3	3	771	11145052	907	12459961	0.000792697	0.000337531	0	0.00143214	13737.6	6638.15	1448	25221	
2.75	3	2	1	4	1	8	228	4	114	0.000416963	0.0004881	0	0.00093214	28.5	30.5996	2	55	
2.75	3	2	1	4	3	984	16669388	984	16661383	0.000922068	0.000108239	0.000842855	0.00211071	16932.3	4960.68	727	25221	
3	3.25	2	1	4	3	947	12100582	969	12217471	0.000905953	0.000186308	0	0.00259286	12608.3	6158.35	250	25221	
3.25	3.5	2	1	4	3	948	13873598	966	13989657	0.00090314	0.000148056	0	0.00193214	14482	5628.17	1415	25221	
3.5	3.75	2	1	4	3	987	13619144	997	13772413	0.000867783	9.93859e-05	0	0.00116428	13813.9	2501.03	12672	25221	
3.75	4	3	1	4	1	4	114	2	57	0.00046607	0.000659123	0	0.00093214	28.5	37.4767	2	55	
3.75	4	3	1	4	3	960	11000326	972	11093140	0.000919332	0.000166902	0	0.00218214	11412.7	2409.68	727	20560	
4	4.25	2	1	5	1	4	114	2	57	0.00096607	0.00136623	0	0.00193214	28.5	37.4767	2	55	
4	4.25	2	1	5	3	952	16889768	953	16875490	0.000967633	0.000207565	0	0.00216428	17707.8	5104.31	727	25221	
4.25	4.5	2	1	5	3	931	13760692	940	13922456	0.000883364	0.00015197	0	0.00234286	14811.1	2858.77	12672	25221	
